question_id,question,conversation,fold,baseline_tiou,pool_tiou,delta,baseline_span,chosen_span
sample_55_yes_q01,Did the HbA1c come out at 43 mmol/mol?,conversation_sample_55.mp3,0,0.850961538461539,0.850961538461539,0.0,"(33.12, 36.66)","(33.12, 36.66)"
sample_64_yes_q04,Is dry skin the reason for this consultation?,conversation_sample_64.mp3,0,0.6235955056179768,0.26909090909090894,-0.3545045965270679,"(38.08, 41.64)","(38.61, 46.86)"
sample_64_yes_q01,Was the condition assessed as xerosis?,conversation_sample_64.mp3,0,0.0,0.0,0.0,,
sample_64_yes_q03,"A moisturizing cream was prescribed, wasn't it?",conversation_sample_64.mp3,0,0.9025157232704438,0.9025157232704438,0.0,"(88.27, 91.14)","(88.27, 91.14)"
sample_64_yes_q02,Did the examination rule out any wounds?,conversation_sample_64.mp3,0,0.0,0.0,0.0,"(60.06, 64.44)","(63.01, 64.44)"
sample_69_yes_q02,Does the patient feel well?,conversation_sample_69.mp3,0,0.9722222222222228,0.9722222222222228,0.0,"(30.94, 33.04)","(30.94, 33.04)"
sample_69_yes_q01,Was the blood pressure normal?,conversation_sample_69.mp3,0,0.8027210884353746,0.8027210884353746,0.0,"(42.25, 43.72)","(42.25, 43.72)"
sample_69_yes_q03,Is the foot status normal?,conversation_sample_69.mp3,0,0.983870967741933,0.983870967741933,0.0,"(44.22, 45.44)","(44.22, 45.44)"
sample_69_yes_q04,Will the regular check-ups be continued?,conversation_sample_69.mp3,0,0.5919540229885,0.8762886597938097,0.2843346368053097,"(68.93, 70.0)","(68.06, 70.0)"
sample_69_yes_q06,"The diabetes was judged to be stable, right?",conversation_sample_69.mp3,0,0.9453124999999998,0.3812499999999993,-0.5640625000000005,"(57.69, 58.96)","(57.18, 60.38)"
sample_69_yes_q05,Are there no signs of complications?,conversation_sample_69.mp3,0,0.8467741935483892,0.32934131736526956,-0.5174328761831197,"(59.33, 60.38)","(57.18, 60.38)"
sample_71_yes_q03,Did the creatinine come back normal?,conversation_sample_71.mp3,0,0.9186046511627903,0.9186046511627903,0.0,"(78.74, 80.44)","(78.74, 80.44)"
sample_71_yes_q04,Was the HbA1c 42 mmol/mol?,conversation_sample_71.mp3,0,0.9804878048780509,0.9804878048780509,0.0,"(53.76, 57.8)","(53.76, 57.8)"
sample_71_yes_q05,Are there no signs of complications?,conversation_sample_71.mp3,0,0.6146788990825619,0.8715596330275163,0.25688073394495436,"(90.12, 91.46)","(89.56, 91.46)"
sample_71_yes_q01,Is the LDL cholesterol 2.2 mmol/L?,conversation_sample_71.mp3,0,0.9149999999999991,0.9149999999999991,0.0,"(70.66, 74.34)","(70.66, 74.34)"
sample_71_yes_q02,"The diabetes was described as stable, right?",conversation_sample_71.mp3,0,0.4320987654321012,0.4320987654321012,0.0,"(87.52, 88.92)","(87.52, 88.92)"
sample_77_yes_q02,Did the patient receive a tetanus vaccination?,conversation_sample_77.mp3,0,0.9741697416974194,0.9741697416974194,0.0,"(77.65, 80.36)","(77.65, 80.36)"
sample_77_yes_q03,Was the infection judged to follow a penetrating trauma?,conversation_sample_77.mp3,0,0.0,0.0,0.0,"(46.48, 48.94)","(46.48, 48.94)"
sample_77_yes_q07,Have about two weeks passed since the injury?,conversation_sample_77.mp3,0,0.36036036036036057,0.36036036036036057,0.0,"(15.08, 17.3)","(15.08, 17.3)"
sample_77_yes_q04,Did the trouble start after the patient pricked themselves on a thorn?,conversation_sample_77.mp3,0,0.9447115384615383,0.9447115384615383,0.0,"(15.27, 19.2)","(15.27, 19.2)"
sample_77_yes_q06,"The patient was treated with penicillin, correct?",conversation_sample_77.mp3,0,0.8877005347593543,0.8877005347593543,0.0,"(67.69, 69.5)","(67.69, 69.5)"
sample_77_yes_q05,Is a foreign body ruled out?,conversation_sample_77.mp3,0,0.9909909909909895,0.9909909909909895,0.0,"(32.7, 34.92)","(32.7, 34.92)"
sample_77_yes_q01,Does the patient have an infection in the big toe?,conversation_sample_77.mp3,0,0.0,0.0,0.0,"(13.84, 19.2)","(13.84, 19.2)"
sample_4_yes_q03,Did the patient attend for an annual asthma follow-up?,conversation_sample_4.mp3,1,0.42207792207792216,0.42207792207792216,0.0,"(22.19, 24.14)","(22.19, 24.14)"
sample_4_yes_q07,Is the heart examination without abnormal findings?,conversation_sample_4.mp3,1,0.3073394495412852,0.3073394495412852,0.0,"(40.62, 44.84)","(40.62, 44.84)"
sample_4_yes_q06,Was the patient listened to with a stethoscope?,conversation_sample_4.mp3,1,0.0,0.0,0.0,,
sample_4_yes_q05,Were the lungs found to be normal on auscultation?,conversation_sample_4.mp3,1,0.9541284403669734,0.9541284403669734,0.0,"(40.62, 44.84)","(40.62, 44.84)"
sample_4_yes_q02,Are the patient's asthma findings stable at this visit?,conversation_sample_4.mp3,1,0.6854460093896709,0.9573770491803271,0.27193103979065614,"(50.16, 54.42)","(51.37, 54.42)"
sample_4_yes_q01,Will the current treatment continue unchanged?,conversation_sample_4.mp3,1,0.5350000000000001,0.5350000000000001,0.0,"(57.75, 60.96)","(57.75, 60.96)"
sample_4_yes_q04,Does the visit concern asthma?,conversation_sample_4.mp3,1,0.8481012658227857,0.8481012658227857,0.0,"(24.66, 26.22)","(24.66, 26.22)"
sample_10_yes_q01,Does the patient need continued treatment?,conversation_sample_10.mp3,1,0.6249999999999988,0.6249999999999988,0.0,"(62.98, 65.22)","(62.98, 65.22)"
sample_10_yes_q02,Were the lungs and heart normal on auscultation?,conversation_sample_10.mp3,1,0.544987146529564,0.544987146529564,0.0,"(53.67, 55.88)","(53.67, 55.88)"
sample_10_yes_q03,"Are the patient's complaints unchanged, with nothing new reported?",conversation_sample_10.mp3,1,0.9166666666666683,0.9166666666666683,0.0,"(22.12, 23.52)","(22.12, 23.52)"
sample_23_yes_q03,Was a skin wart found under the right breast?,conversation_sample_23.mp3,1,0.6614583333333331,0.9236363636363634,0.2621780303030302,"(23.06, 26.9)","(22.93, 25.68)"
sample_23_yes_q05,Has the patient been informed about the risk of scarring and infection?,conversation_sample_23.mp3,1,0.9134199134199122,0.9134199134199122,0.0,"(74.92, 79.48)","(74.92, 79.48)"
sample_23_yes_q02,Does the patient want the skin changes removed?,conversation_sample_23.mp3,1,0.0,0.0,0.0,"(19.76, 20.9)","(19.76, 20.9)"
sample_23_yes_q04,Is an appointment for the removal going to be arranged?,conversation_sample_23.mp3,1,0.0,0.0,0.0,"(67.66, 69.92)","(67.66, 69.92)"
sample_23_yes_q06,Do the changes on the abdomen and lower leg resemble seborrheic keratoses?,conversation_sample_23.mp3,1,0.9272727272727287,0.9272727272727287,0.0,"(43.38, 45.48)","(43.38, 45.48)"
sample_23_yes_q01,Were the skin changes judged to be benign?,conversation_sample_23.mp3,1,0.9473684210526305,0.9473684210526305,0.0,"(53.16, 56.18)","(53.16, 56.18)"
sample_43_yes_q02,Does the patient have a sore throat?,conversation_sample_43.mp3,1,0.8974358974358968,0.8974358974358968,0.0,"(4.68, 6.22)","(4.68, 6.22)"
sample_43_yes_q05,Did the examination find no pus in the throat?,conversation_sample_43.mp3,1,0.9104477611940304,0.9104477611940304,0.0,"(31.6, 34.2)","(31.6, 34.2)"
sample_43_yes_q04,Was the strep test negative?,conversation_sample_43.mp3,1,0.18994413407821212,0.7500000000000019,0.5600558659217898,"(23.1, 26.64)","(22.82, 23.78)"
sample_43_yes_q01,Is the infection considered to be viral?,conversation_sample_43.mp3,1,0.880597014925373,0.880597014925373,0.0,"(44.1, 46.58)","(44.1, 46.58)"
sample_43_yes_q03,Has the doctor decided against antibiotics?,conversation_sample_43.mp3,1,0.9033613445378164,0.9033613445378164,0.0,"(59.14, 63.78)","(59.14, 63.78)"
sample_54_yes_q04,Was the foot examination normal?,conversation_sample_54.mp3,1,0.9473684210526326,0.9473684210526326,0.0,"(51.56, 54.5)","(51.56, 54.5)"
sample_54_yes_q03,Has the patient received a flu vaccination?,conversation_sample_54.mp3,1,0.6649484536082472,0.6649484536082472,0.0,"(14.25, 15.54)","(14.25, 15.54)"
sample_54_yes_q02,Did the plan include continued monitoring?,conversation_sample_54.mp3,1,0.4183908045977034,0.7364016736401693,0.3180108690424659,"(80.03, 84.38)","(79.81, 82.14)"
sample_54_yes_q01,Does the doctor regard the diabetes as stable?,conversation_sample_54.mp3,1,0.8844621513944201,0.8844621513944201,0.0,"(68.47, 70.96)","(68.47, 70.96)"
sample_56_yes_q01,Has the cause of the tiredness remained unexplained?,conversation_sample_56.mp3,1,0.9104477611940291,0.9104477611940291,0.0,"(61.52, 64.1)","(61.52, 64.1)"
sample_56_yes_q02,Did the COVID-19 test come back negative?,conversation_sample_56.mp3,1,0.8347826086956509,0.9040404040404051,0.06925779534475418,"(48.52, 50.76)","(48.97, 50.76)"
sample_56_yes_q04,"The patient's thyroid function was checked, wasn't it?",conversation_sample_56.mp3,1,0.8494623655913972,0.8494623655913972,0.0,"(44.64, 46.5)","(44.64, 46.5)"
sample_56_yes_q03,Will further measures be held off for the time being?,conversation_sample_56.mp3,1,0.9759358288770082,0.4636871508379881,-0.5122486780390201,"(81.99, 85.64)","(82.34, 89.08)"
sample_75_yes_q01,Does the patient deny any known exposure to COVID-19?,conversation_sample_75.mp3,1,0.8607594936708867,0.8607594936708867,0.0,"(44.9, 46.42)","(44.9, 46.42)"
sample_75_yes_q02,Is the patient also feeling tired?,conversation_sample_75.mp3,1,0.33333333333333426,0.33333333333333426,0.0,"(29.36, 31.94)","(29.36, 31.94)"
sample_75_yes_q04,Were rest and fluids recommended?,conversation_sample_75.mp3,1,0.8627450980392122,0.8627450980392122,0.0,"(81.11, 83.66)","(81.11, 83.66)"
sample_75_yes_q03,Has the patient had a sore throat for a few days?,conversation_sample_75.mp3,1,0.5381026438569203,0.14490445859872564,-0.39319818525819467,"(29.47, 33.08)","(32.17, 33.08)"
sample_81_yes_q02,Is a viral cause thought to be the most likely explanation?,conversation_sample_81.mp3,1,0.9504504504504522,0.9504504504504522,0.0,"(63.92, 68.14)","(63.92, 68.14)"
sample_81_yes_q03,Did the patient receive advice about fluid intake?,conversation_sample_81.mp3,1,0.6174496644295315,0.8985507246376809,0.2811010602081494,"(86.45, 90.92)","(86.78, 89.26)"
sample_81_yes_q01,Does the patient describe symptoms of gastroenteritis?,conversation_sample_81.mp3,1,0.466019417475728,0.901408450704225,0.43538903322849704,"(10.52, 14.54)","(12.51, 14.54)"
sample_81_yes_q04,Was gastroenteritis the diagnosis arrived at?,conversation_sample_81.mp3,1,0.9504504504504522,0.9504504504504522,0.0,"(63.92, 68.14)","(63.92, 68.14)"
sample_5_yes_q01,Does the patient take pantoprazole for reflux?,conversation_sample_5.mp3,2,0.47743055555555514,0.47743055555555514,0.0,"(50.09, 52.84)","(50.09, 52.84)"
sample_5_yes_q05,Is the patient still in pain despite regular Ibumetin and Panodil?,conversation_sample_5.mp3,2,0.6028037383177565,0.8351063829787234,0.23230264466096695,"(36.26, 44.82)","(36.87, 42.06)"
sample_5_yes_q02,Will the NSAID treatment be continued under cover of a proton pump inhibitor?,conversation_sample_5.mp3,2,0.7757352941176472,0.7757352941176472,0.0,"(143.66, 147.88)","(143.66, 147.88)"
sample_5_yes_q06,Did the patient undergo surgery for a cervical disc prolapse in 2017?,conversation_sample_5.mp3,2,0.7382198952879588,0.7382198952879588,0.0,"(31.16, 34.88)","(31.16, 34.88)"
sample_5_yes_q03,Was muscle tension found in the neck and shoulders?,conversation_sample_5.mp3,2,0.8482972136222884,0.8482972136222884,0.0,"(102.21, 105.44)","(102.21, 105.44)"
sample_5_yes_q04,Are the menopausal symptoms treated with Activelle?,conversation_sample_5.mp3,2,0.9082840236686383,0.9082840236686383,0.0,"(70.73, 73.8)","(70.73, 73.8)"
sample_6_yes_q03,Was the patient's voice noted to sound congested?,conversation_sample_6.mp3,2,0.9494949494949488,0.9494949494949488,0.0,"(24.46, 26.38)","(24.46, 26.38)"
sample_6_yes_q04,Are four daily doses of one million IU of penicillin planned?,conversation_sample_6.mp3,2,0.6253687315634203,0.7787610619469009,0.15339233038348055,"(65.42, 69.66)","(63.24, 68.52)"
sample_6_yes_q05,Does the patient also have a fungal infection in the mouth?,conversation_sample_6.mp3,2,0.0,0.0,0.0,"(12.84, 14.96)","(12.84, 14.96)"
sample_6_yes_q07,Did the patient ask for penicillin?,conversation_sample_6.mp3,2,0.853333333333334,0.853333333333334,0.0,"(17.74, 19.24)","(17.74, 19.24)"
sample_6_yes_q01,Will the patient take Fluconazole 50 mg?,conversation_sample_6.mp3,2,0.958737864077666,0.39460784313725494,-0.5641300209404111,"(73.65, 77.64)","(73.91, 75.52)"
sample_6_yes_q02,Is the patient complaining of sinus symptoms?,conversation_sample_6.mp3,2,0.9907692307692304,0.9907692307692304,0.0,"(9.05, 12.3)","(9.05, 12.3)"
sample_6_yes_q06,Has penicillin been prescribed for seven days?,conversation_sample_6.mp3,2,0.77090909090909,0.8657187993680862,0.09480970845899617,"(65.42, 69.66)","(63.35, 69.66)"
sample_18_yes_q04,Should kidney function be monitored?,conversation_sample_18.mp3,2,0.8436018957345979,0.8436018957345979,0.0,"(41.36, 45.38)","(41.36, 45.38)"
sample_18_yes_q02,Did the patient ask for a renewal of the Ibumetin prescription?,conversation_sample_18.mp3,2,0.8571428571428589,0.8571428571428589,0.0,"(17.03, 18.5)","(17.03, 18.5)"
sample_18_yes_q01,Has the Ibumetin prescription been issued?,conversation_sample_18.mp3,2,0.8937728937728916,0.8937728937728916,0.0,"(69.31, 71.82)","(69.31, 71.82)"
sample_18_yes_q07,Is the patient also taking Pantoprazole?,conversation_sample_18.mp3,2,0.2472324723247233,0.2472324723247233,0.0,"(24.96, 26.34)","(24.96, 26.34)"
sample_18_yes_q06,Will the blood tests include cholesterol and blood sugar?,conversation_sample_18.mp3,2,0.9505813953488367,0.9505813953488367,0.0,"(62.59, 65.86)","(62.59, 65.86)"
sample_18_yes_q03,Does the doctor consider the NSAID use long-standing and high?,conversation_sample_18.mp3,2,0.9169611307420497,0.9169611307420497,0.0,"(33.25, 38.44)","(33.25, 38.44)"
sample_18_yes_q05,Was blood pressure to be measured at home over three days?,conversation_sample_18.mp3,2,0.9724770642201841,0.9724770642201841,0.0,"(50.78, 55.02)","(50.78, 55.02)"
sample_33_yes_q06,"The visit is a follow-up on allergic rhinitis, correct?",conversation_sample_33.mp3,2,0.7011494252873562,0.7011494252873562,0.0,"(14.0, 16.44)","(14.0, 16.44)"
sample_33_yes_q02,Is the patient free of symptoms at the moment?,conversation_sample_33.mp3,2,0.44419642857142816,0.44419642857142816,0.0,"(27.03, 29.02)","(27.03, 29.02)"
sample_33_yes_q04,Did the antihistamine work well?,conversation_sample_33.mp3,2,0.8880308880308858,0.8880308880308858,0.0,"(58.73, 61.12)","(58.73, 61.12)"
sample_33_yes_q03,Has the medication helped the patient?,conversation_sample_33.mp3,2,0.0,0.0,0.0,"(25.71, 26.6)","(25.71, 26.6)"
sample_33_yes_q05,Are the findings unremarkable?,conversation_sample_33.mp3,2,0.2540473225404733,0.9342783505154642,0.6802310279749908,"(44.59, 46.9)","(45.13, 52.38)"
sample_33_yes_q01,Should the patient carry on with the treatment as needed?,conversation_sample_33.mp3,2,0.8508771929824547,0.8508771929824547,0.0,"(68.74, 71.02)","(68.74, 71.02)"
sample_37_yes_q05,Is the skin intact?,conversation_sample_37.mp3,2,0.9610389610389618,0.9610389610389618,0.0,"(28.52, 30.04)","(28.52, 30.04)"
sample_37_yes_q03,Was erythema migrans absent?,conversation_sample_37.mp3,2,0.8858447488584473,0.8858447488584473,0.0,"(30.47, 32.66)","(30.47, 32.66)"
sample_37_yes_q04,Are redness and swelling absent?,conversation_sample_37.mp3,2,0.0,0.0,0.0,"(51.46, 55.38)","(51.46, 55.38)"
sample_37_yes_q06,"The plan involves no treatment, right?",conversation_sample_37.mp3,2,0.4942084942084913,0.4942084942084913,0.0,"(58.75, 61.3)","(58.75, 61.3)"
sample_37_yes_q01,Did the patient get a tick bite?,conversation_sample_37.mp3,2,0.0,0.0,0.0,"(7.13, 9.3)","(7.13, 9.3)"
sample_37_yes_q02,Has the patient been told simply to keep an eye on the area?,conversation_sample_37.mp3,2,0.11174242424242502,0.11174242424242502,0.0,"(58.75, 61.3)","(58.75, 61.3)"
sample_57_yes_q05,Will the patient continue on the current medication?,conversation_sample_57.mp3,2,0.33805668016194285,0.33805668016194285,0.0,"(120.71, 122.38)","(120.71, 122.38)"
sample_57_yes_q07,Is the diabetes considered stable?,conversation_sample_57.mp3,2,0.49596774193548754,0.5902439024390256,0.09427616050353804,"(98.77, 100.02)","(97.58, 101.64)"
sample_57_yes_q04,Has the patient kept up the lifestyle changes?,conversation_sample_57.mp3,2,0.29305135951661715,0.382470119521913,0.08941876000529586,"(60.16, 66.36)","(59.59, 60.7)"
sample_57_yes_q03,Was it concluded that no changes to treatment are needed?,conversation_sample_57.mp3,2,0.0,0.0,0.0,"(100.59, 101.64)","(97.58, 101.64)"
sample_57_yes_q06,Does the patient feel stable?,conversation_sample_57.mp3,2,0.21677215189873364,0.21677215189873364,0.0,"(32.43, 36.38)","(32.43, 36.38)"
sample_57_yes_q01,Should the patient carry on with the same lifestyle?,conversation_sample_57.mp3,2,0.8865248226950376,0.8865248226950376,0.0,"(117.34, 120.16)","(117.34, 120.16)"
sample_57_yes_q02,"The patient stays on the medicine already in use, correct?",conversation_sample_57.mp3,2,0.808743169398896,0.808743169398896,0.0,"(120.71, 122.38)","(120.71, 122.38)"
sample_66_yes_q03,Was the vaccination given as part of diabetes care?,conversation_sample_66.mp3,2,0.9766233766233766,0.9766233766233766,0.0,"(31.33, 35.1)","(31.33, 35.1)"
sample_66_yes_q04,"The diabetes status was described as stable, wasn't it?",conversation_sample_66.mp3,2,0.9263157894736841,0.9263157894736841,0.0,"(112.96, 114.84)","(112.96, 114.84)"
sample_66_yes_q02,Is the patient free of any reaction after the injection?,conversation_sample_66.mp3,2,0.0,0.0,0.0,"(97.06, 99.52)","(97.57, 99.52)"
sample_66_yes_q01,Will the treatment continue without changes?,conversation_sample_66.mp3,2,0.16129032258064532,0.16129032258064532,0.0,"(121.24, 127.5)","(121.24, 127.5)"
sample_82_yes_q03,"The lesions will be treated with freezing, right?",conversation_sample_82.mp3,2,0.827586206896561,0.827586206896561,0.0,"(65.68, 67.42)","(65.68, 67.42)"
sample_82_yes_q01,Do the elements resemble molluscs?,conversation_sample_82.mp3,2,0.0,0.0,0.0,,
sample_82_yes_q02,Has the patient noticed a wart-like growth?,conversation_sample_82.mp3,2,0.3448275862068968,0.3448275862068968,0.0,"(24.73, 28.5)","(24.73, 28.5)"
sample_82_yes_q04,Were three small lesions seen in the same area of the thorax?,conversation_sample_82.mp3,2,0.8906250000000009,0.8906250000000009,0.0,"(40.8, 45.36)","(40.8, 45.36)"
sample_17_yes_q03,Is the medicine to be taken after a meal?,conversation_sample_17.mp3,3,0.8045977011494235,0.8045977011494235,0.0,"(45.78, 47.5)","(45.78, 47.5)"
sample_17_yes_q02,Should the daily dose be 100 mg?,conversation_sample_17.mp3,3,0.46607669616519115,0.46607669616519115,0.0,"(42.13, 45.52)","(42.13, 45.52)"
sample_17_yes_q01,Will the treatment last two weeks?,conversation_sample_17.mp3,3,0.0,0.0,0.0,"(42.13, 45.52)","(42.13, 45.52)"
sample_48_yes_q03,Was the TSH normal?,conversation_sample_48.mp3,3,0.1697860962566849,0.1697860962566849,0.0,"(34.55, 35.82)","(34.55, 35.82)"
sample_48_yes_q06,Did the glucose test come back normal too?,conversation_sample_48.mp3,3,0.3897058823529422,0.3897058823529422,0.0,"(41.41, 43.0)","(41.41, 43.0)"
sample_48_yes_q05,Were both blood tests within normal limits?,conversation_sample_48.mp3,3,0.3396946564885502,0.3396946564885502,0.0,"(43.41, 44.3)","(43.41, 44.3)"
sample_48_yes_q04,Has the patient been left without any specific treatment?,conversation_sample_48.mp3,3,0.9497354497354503,0.9497354497354503,0.0,"(77.47, 81.06)","(77.47, 81.06)"
sample_48_yes_q02,Is the patient's tiredness persistent?,conversation_sample_48.mp3,3,0.07739307535641564,0.07739307535641564,0.0,"(18.02, 21.0)","(18.02, 21.0)"
sample_48_yes_q07,Does the doctor rule out an endocrine cause?,conversation_sample_48.mp3,3,0.983833718244802,0.983833718244802,0.0,"(48.01, 52.32)","(48.01, 52.32)"
sample_48_yes_q01,"The thyroid test gave a normal result, right?",conversation_sample_48.mp3,3,0.1697860962566849,0.1697860962566849,0.0,"(34.55, 35.82)","(34.55, 35.82)"
sample_50_yes_q04,Are further tests needed before the diagnosis can be settled?,conversation_sample_50.mp3,3,0.24416135881104017,0.24416135881104017,0.0,"(60.24, 62.66)","(60.24, 62.66)"
sample_50_yes_q01,"The HbA1c came out at 47 mmol/mol, right?",conversation_sample_50.mp3,3,0.9709762532981532,0.9709762532981532,0.0,"(39.61, 43.36)","(39.61, 43.36)"
sample_50_yes_q03,Was the patient's BMI recorded as 29?,conversation_sample_50.mp3,3,0.8584070796460177,0.8584070796460177,0.0,"(23.7, 25.8)","(23.7, 25.8)"
sample_50_yes_q05,Is the patient free of any symptoms at this visit?,conversation_sample_50.mp3,3,0.24875621890547267,0.24875621890547267,0.0,"(18.76, 21.38)","(18.76, 21.38)"
sample_50_yes_q02,Does the patient have a fasting blood sugar of 7.0 mmol/L?,conversation_sample_50.mp3,3,0.9679144385026726,0.9679144385026726,0.0,"(35.26, 39.0)","(35.26, 39.0)"
sample_70_yes_q04,"The vaccination went as planned, didn't it?",conversation_sample_70.mp3,3,0.0,0.0,0.0,"(54.83, 58.62)","(54.83, 58.62)"
sample_70_yes_q06,Was the vaccine actually given?,conversation_sample_70.mp3,3,0.3651960784313732,0.3651960784313732,0.0,"(54.83, 58.62)","(54.83, 58.62)"
sample_70_yes_q01,Were no further measures decided on?,conversation_sample_70.mp3,3,0.0,0.0,0.0,"(113.27, 116.16)","(113.27, 116.16)"
sample_70_yes_q05,Is this vaccination something the patient receives annually?,conversation_sample_70.mp3,3,0.6188925081433225,0.6188925081433225,0.0,"(19.4, 23.28)","(19.4, 23.28)"
sample_70_yes_q02,Can the patient leave without any additional treatment?,conversation_sample_70.mp3,3,0.24739583333333431,0.9648437500000023,0.7174479166666681,"(122.72, 124.62)","(117.21, 124.62)"
sample_70_yes_q03,Is the patient free of side effects after the vaccine?,conversation_sample_70.mp3,3,0.796657381615594,0.796657381615594,0.0,"(79.75, 83.32)","(79.75, 83.32)"
sample_79_yes_q02,Is chondromalacia patellae suspected on clinical grounds?,conversation_sample_79.mp3,3,0.7220216606498187,0.7220216606498187,0.0,"(81.86, 86.96)","(81.86, 86.96)"
sample_79_yes_q05,Do the pains come and go rather than being constant?,conversation_sample_79.mp3,3,0.0,0.0,0.0,"(39.51, 45.1)","(40.47, 41.52)"
sample_79_yes_q03,Does the patient have pain behind the kneecap?,conversation_sample_79.mp3,3,0.9561403508771924,0.9561403508771924,0.0,"(24.7, 26.98)","(24.7, 26.98)"
sample_79_yes_q01,Did the patient show up in person for the consultation?,conversation_sample_79.mp3,3,0.8714285714285717,0.8714285714285717,0.0,"(0.26, 2.7)","(0.26, 2.7)"
sample_79_yes_q04,Was the suspicion reached without imaging?,conversation_sample_79.mp3,3,0.0,0.0,0.0,"(102.23, 107.08)","(102.23, 107.08)"
sample_84_yes_q02,Was it the patient's grandfather who died of a heart attack?,conversation_sample_84.mp3,3,0.9397590361445786,0.9397590361445786,0.0,"(20.16, 23.48)","(20.16, 23.48)"
sample_84_yes_q04,Does the patient exercise regularly?,conversation_sample_84.mp3,3,0.28465346534653313,0.8055555555555545,0.5209020902090213,"(78.37, 82.32)","(78.08, 79.44)"
sample_84_yes_q06,Will both blood tests and an ECG be carried out?,conversation_sample_84.mp3,3,0.5652741514360274,0.5652741514360274,0.0,"(193.71, 198.04)","(193.71, 198.04)"
sample_84_yes_q05,Was the blood pressure measured at 138 over 83?,conversation_sample_84.mp3,3,0.9358974358974393,0.9358974358974393,0.0,"(119.84, 122.84)","(119.84, 122.84)"
sample_84_yes_q01,Does the patient report cardiovascular disease in the family?,conversation_sample_84.mp3,3,0.0,0.10157126823793483,0.10157126823793483,"(31.71, 37.14)","(29.87, 45.68)"
sample_84_yes_q03,Did that grandfather die at the age of 52?,conversation_sample_84.mp3,3,0.9901574803149605,0.9901574803149605,0.0,"(20.35, 25.38)","(20.35, 25.38)"
sample_84_yes_q07,Is the patient otherwise healthy and living a healthy life?,conversation_sample_84.mp3,3,0.6071428571428577,0.16699801192843006,-0.4401448452144276,"(69.91, 75.86)","(69.46, 71.4)"
sample_86_yes_q01,Is the patient free of fever?,conversation_sample_86.mp3,3,0.25663716814159554,0.25663716814159554,0.0,"(35.16, 37.4)","(35.16, 37.4)"
sample_86_yes_q03,"Both testicles felt normal at the examination, correct?",conversation_sample_86.mp3,3,0.9742120343839572,0.9742120343839572,0.0,"(66.45, 69.9)","(66.45, 69.9)"
sample_86_yes_q02,Was a small swelling found around the epididymis?,conversation_sample_86.mp3,3,0.8689320388349518,0.8689320388349518,0.0,"(51.12, 54.78)","(51.12, 54.78)"
sample_92_yes_q03,Has a urine sample been sent off for albumin/creatinine ratio analysis?,conversation_sample_92.mp3,3,0.2896174863387987,0.8593155893536055,0.5696981030148068,"(108.86, 115.94)","(108.35, 110.88)"
sample_92_yes_q02,Does the patient work as a staff manager in a retail chain?,conversation_sample_92.mp3,3,0.6085578446909671,0.723958333333333,0.11540048864236596,"(72.87, 79.18)","(74.62, 77.4)"
