question_id,baseline_tiou,final_tiou,delta_tiou,candidate_oracle,candidates,error_bucket
sample_48_yes_q06,0.40686274509803855,0.3897058823529422,-0.01715686274509637,0.6677966101694913,2,too_narrow
sample_48_yes_q05,0.33587786259542113,0.3396946564885502,0.0038167938931290557,0.33587786259542113,2,too_narrow
sample_48_yes_q04,0.8592233009708709,0.9497354497354503,0.09051214876457947,0.8592233009708709,2,strong
sample_48_yes_q02,0.11111111111111131,0.07739307535641564,-0.033718035754695674,0.60082304526749,3,too_narrow
sample_48_yes_q07,0.8666666666666651,0.983833718244802,0.1171670515781369,0.8666666666666651,2,strong
sample_48_yes_q01,0.17379679144384988,0.1697860962566849,-0.0040106951871649865,0.955958549222798,2,too_narrow
sample_50_yes_q04,0.22727272727272757,0.24416135881104017,0.016888631538312604,0.22727272727272757,2,too_narrow
sample_50_yes_q01,0.8523809523809528,0.9709762532981532,0.11859530091720039,0.9354838709677413,3,strong
sample_50_yes_q03,0.7419354838709675,0.8584070796460177,0.11647159577505017,0.7419354838709675,2,boundary_shift_or_partial
sample_50_yes_q05,0.2093023255813958,0.24875621890547267,0.039453893324076866,0.2093023255813958,2,boundary_shift_or_partial
sample_50_yes_q02,0.8502415458937187,0.9679144385026726,0.11767289260895386,0.8502415458937187,2,strong
sample_52_yes_q02,0.8848484848484823,0.9867549668874198,0.10190648203893748,0.8848484848484823,1,strong
sample_52_yes_q03,0.8357487922705314,0.951871657754009,0.1161228654834775,0.8357487922705314,2,strong
sample_52_yes_q01,0.9400749063670398,0.9338521400778204,-0.006222766289219472,0.9400749063670398,2,strong
sample_54_yes_q04,0.8273809523809529,0.9473684210526326,0.11998746867167975,0.8273809523809529,3,strong
sample_54_yes_q03,0.7499999999999996,0.6649484536082472,-0.08505154639175239,0.7499999999999996,2,too_narrow
sample_54_yes_q02,0.3855932203389847,0.4183908045977034,0.032797584258718704,0.6287878787878828,2,too_wide
sample_54_yes_q01,0.7625899280575553,0.8844621513944201,0.12187222333686476,0.7625899280575553,3,boundary_shift_or_partial
sample_55_yes_q02,0.217125382262997,0.6339285714285696,0.41680318916557263,0.5322580645161255,2,too_wide
sample_55_yes_q03,0.5391621129326041,0.9053254437869841,0.36616333085438,0.7914438502673791,2,strong
sample_55_yes_q01,0.9182692307692316,0.850961538461539,-0.06730769230769262,0.9182692307692316,2,boundary_shift_or_partial
sample_56_yes_q01,0.7905405405405415,0.9104477611940291,0.11990722065348769,0.7905405405405415,3,strong
sample_56_yes_q02,0.7165354330708636,0.8347826086956509,0.11824717562478726,0.8921568627450951,2,boundary_shift_or_partial
sample_56_yes_q04,0.7184466019417453,0.8494623655913972,0.13101576364965195,0.7184466019417453,2,boundary_shift_or_partial
sample_56_yes_q03,0.8916256157635474,0.9759358288770082,0.08431021311346087,0.8916256157635474,2,strong
sample_57_yes_q05,0.6446280991735542,0.33805668016194285,-0.3065714190116114,0.6446280991735542,2,too_narrow
sample_57_yes_q07,0.559090909090907,0.49596774193548754,-0.06312316715541944,0.559090909090907,2,too_narrow
sample_57_yes_q04,0.34808259587020596,0.29305135951661715,-0.05503123635358881,0.34808259587020596,2,too_wide
sample_57_yes_q03,0.0,0.0,0.0,0.0,2,nonoverlap_review_occurrence
sample_57_yes_q06,0.2893890675241152,0.21677215189873364,-0.07261691562538156,0.2893890675241152,2,boundary_shift_or_partial
sample_57_yes_q01,0.35714285714285715,0.8865248226950376,0.5293819655521805,0.8039215686274567,2,boundary_shift_or_partial
sample_57_yes_q02,0.1900826446280984,0.808743169398896,0.6186605247707976,0.6899999999999977,2,boundary_shift_or_partial
sample_63_yes_q01,0.85658914728682,0.4703389830508488,-0.3862501642359712,0.85658914728682,2,too_narrow
sample_63_yes_q02,0.0,0.0,0.0,0.0,2,nonoverlap_review_occurrence
sample_63_yes_q03,0.9169675090252706,0.8576923076923074,-0.05927520133296316,0.9307692307692296,2,boundary_shift_or_partial
sample_63_yes_q05,0.8653198653198657,0.8351851851851875,-0.030134680134678238,0.9074074074074099,2,boundary_shift_or_partial
sample_63_yes_q04,0.9113924050632908,0.3200000000000003,-0.5913924050632905,0.9113924050632908,2,too_narrow
sample_64_yes_q04,0.3475409836065569,0.6235955056179768,0.27605452201141994,0.5380710659898473,2,too_wide
sample_64_yes_q01,0.0,0.0,0.0,0.0,0,false_negative
sample_64_yes_q03,0.9202453987730047,0.9025157232704438,-0.017729675502560882,0.9202453987730047,1,strong
sample_64_yes_q02,0.0,0.0,0.0,0.0,2,nonoverlap_review_occurrence
sample_66_yes_q03,0.8591549295774652,0.9766233766233766,0.11746844704591142,0.8591549295774652,2,strong
sample_66_yes_q04,0.790476190476191,0.9263157894736841,0.1358395989974931,0.790476190476191,2,strong
sample_66_yes_q02,0.0,0.0,0.0,0.3744186046511623,3,nonoverlap_review_occurrence
sample_66_yes_q01,0.22796934865900315,0.16129032258064532,-0.06667902607835782,0.47235387045813576,2,boundary_shift_or_partial
sample_67_yes_q02,0.481651376146791,0.5787037037037008,0.09705232755690985,0.6380952380952304,2,too_narrow
sample_67_yes_q05,0.4449760765550246,0.7580645161290307,0.3130884395740061,0.7849462365591443,3,boundary_shift_or_partial
sample_67_yes_q04,0.35585585585585566,0.8273809523809563,0.47152509652510066,0.8795180722891547,2,boundary_shift_or_partial
sample_67_yes_q01,0.8865248226950354,0.8333333333333337,-0.053191489361701705,0.8865248226950354,2,boundary_shift_or_partial
sample_67_yes_q06,0.8692307692307706,0.9957627118644061,0.12653194263363554,0.8692307692307706,2,strong
sample_67_yes_q07,0.5675675675675711,0.7014925373134384,0.13392496974586732,0.5675675675675711,1,boundary_shift_or_partial
sample_67_yes_q03,0.8942307692307697,0.981675392670157,0.0874446234393873,0.9162303664921465,2,strong
sample_69_yes_q02,0.855932203389829,0.9722222222222228,0.11629001883239376,0.855932203389829,2,strong
sample_69_yes_q01,0.3641975308641972,0.8027210884353746,0.4385235575711774,0.70886075949367,2,boundary_shift_or_partial
sample_69_yes_q03,0.33333333333333476,0.983870967741933,0.6505376344085982,0.8235294117647096,3,strong
sample_69_yes_q04,0.3899082568807314,0.5919540229885,0.2020457661077686,0.6352941176470704,2,too_narrow
sample_69_yes_q06,0.3546511627906976,0.9453124999999998,0.5906613372093021,0.8805970149253753,2,strong
sample_69_yes_q05,0.27173913043478265,0.8467741935483892,0.5750350631136065,0.7692307692307667,3,boundary_shift_or_partial
sample_70_yes_q04,0.0,0.0,0.0,0.0,1,nonoverlap_review_occurrence
sample_70_yes_q06,0.43414634146341474,0.3651960784313732,-0.06895026303204155,0.43414634146341474,1,too_wide
sample_70_yes_q01,0.0,0.0,0.0,0.6825396825396831,3,nonoverlap_review_occurrence
sample_70_yes_q05,0.5640243902439025,0.6188925081433225,0.05486811789942003,0.5640243902439025,3,too_narrow
sample_70_yes_q02,0.2604166666666669,0.24739583333333431,-0.013020833333332593,0.2604166666666669,1,too_narrow
sample_70_yes_q03,0.6934673366834141,0.796657381615594,0.10319004493217987,0.6934673366834141,3,boundary_shift_or_partial
sample_71_yes_q03,0.7789473684210583,0.9186046511627903,0.13965728274173206,0.7789473684210583,2,strong
sample_71_yes_q04,0.896860986547085,0.9804878048780509,0.08362681833096586,0.896860986547085,1,strong
sample_71_yes_q05,0.2845953002610971,0.6146788990825619,0.3300835988214648,0.6330275229357758,2,too_narrow
sample_71_yes_q01,0.9605911330049268,0.9149999999999991,-0.045591133004927675,0.9605911330049268,1,strong
sample_71_yes_q02,0.42297650130548176,0.4320987654321012,0.009122264126619428,0.4444444444444444,2,too_narrow
sample_75_yes_q01,0.7241379310344838,0.8607594936708867,0.1366215626364029,0.7241379310344838,2,boundary_shift_or_partial
sample_75_yes_q02,0.265734265734266,0.33333333333333426,0.06759906759906825,0.265734265734266,2,too_wide
sample_75_yes_q04,0.7826086956521753,0.8627450980392122,0.0801364023870369,0.7826086956521753,1,boundary_shift_or_partial
sample_75_yes_q03,0.49266862170087916,0.5381026438569203,0.04543402215604114,0.49266862170087916,2,too_narrow
sample_77_yes_q02,0.8466666666666688,0.9741697416974194,0.12750307503075065,0.8466666666666688,2,strong
sample_77_yes_q03,0.0,0.0,0.0,0.48961424332344156,2,nonoverlap_review_occurrence
sample_77_yes_q07,0.2845528455284549,0.36036036036036057,0.07580751483190568,0.2845528455284549,3,too_wide
sample_77_yes_q04,0.8878923766816144,0.9447115384615383,0.056819161779923966,0.8878923766816144,2,strong
sample_77_yes_q06,0.7572815533980585,0.8877005347593543,0.13041898136129582,0.7572815533980585,1,boundary_shift_or_partial
sample_77_yes_q05,0.8688524590163932,0.9909909909909895,0.12213853197459634,0.8688524590163932,3,strong
sample_77_yes_q01,0.0,0.0,0.0,0.0,2,nonoverlap_review_occurrence
sample_79_yes_q02,0.639344262295082,0.7220216606498187,0.08267739835473664,0.8262711864406793,2,boundary_shift_or_partial
sample_79_yes_q05,0.0,0.0,0.0,0.0,2,nonoverlap_review_occurrence
sample_79_yes_q03,0.4160305343511451,0.9561403508771924,0.5401098165260473,0.8852459016393451,2,strong
sample_79_yes_q01,0.9285714285714287,0.8714285714285717,-0.05714285714285705,0.9285714285714287,2,boundary_shift_or_partial
sample_79_yes_q04,0.0,0.0,0.0,0.0,3,nonoverlap_review_occurrence
sample_81_yes_q02,0.8559670781893025,0.9504504504504522,0.09448337226114967,0.8559670781893025,2,strong
sample_81_yes_q03,0.5679012345679023,0.6174496644295315,0.04954842986162922,0.5679012345679023,2,too_wide
sample_81_yes_q01,0.3991228070175439,0.466019417475728,0.06689661045818412,0.3991228070175439,2,too_wide
sample_81_yes_q04,0.8559670781893025,0.9504504504504522,0.09448337226114967,0.8559670781893025,2,strong
sample_82_yes_q03,0.7157894736842081,0.827586206896561,0.11179673321235295,0.7157894736842081,1,boundary_shift_or_partial
sample_82_yes_q01,0.0,0.0,0.0,0.0,0,false_negative
sample_82_yes_q02,0.29951690821255994,0.3448275862068968,0.045310677994336857,0.29951690821255994,1,too_wide
sample_82_yes_q04,0.7333333333333338,0.8906250000000009,0.15729166666666705,0.9687500000000007,2,boundary_shift_or_partial
sample_84_yes_q02,0.8508287292817672,0.9397590361445786,0.08893030686281134,0.8508287292817672,2,strong
sample_84_yes_q04,0.28971962616822305,0.28465346534653313,-0.0050661608216899245,0.28971962616822305,2,too_wide
sample_84_yes_q06,0.5334987593052122,0.5652741514360274,0.03177539213081526,0.9081885856079429,2,too_narrow
sample_84_yes_q05,0.8197674418604637,0.9358974358974393,0.11612999403697566,0.8197674418604637,2,strong
sample_84_yes_q01,0.061002178649237335,0.0,-0.061002178649237335,0.3248299319727892,2,nonoverlap_review_occurrence
sample_84_yes_q03,0.8924731182795702,0.9901574803149605,0.09768436203539033,0.8924731182795702,2,strong
sample_84_yes_q07,0.33528265107212485,0.6071428571428577,0.2718602060707328,0.5886939571150108,2,too_narrow
sample_86_yes_q01,0.25210084033613556,0.25663716814159554,0.004536327805459983,0.25210084033613556,2,too_wide
sample_86_yes_q03,0.8549222797927455,0.9742120343839572,0.11928975459121172,0.8549222797927455,2,strong
sample_86_yes_q02,0.9801980198019788,0.8689320388349518,-0.111265980967027,0.9801980198019788,1,boundary_shift_or_partial
sample_90_yes_q04,0.4434782608695649,0.5384615384615384,0.09498327759197356,0.7846153846153838,2,too_wide
sample_90_yes_q03,0.5975609756097565,0.5181818181818183,-0.07937915742793822,0.5975609756097565,2,too_wide
sample_90_yes_q01,0.666666666666666,0.7099567099567092,0.04329004329004327,0.8181818181818176,3,boundary_shift_or_partial
sample_90_yes_q05,0.7980769230769225,0.9312169312169317,0.13314000814000926,0.7980769230769225,1,strong
sample_90_yes_q02,0.5975609756097565,0.5181818181818183,-0.07937915742793822,0.6836734693877539,2,too_wide
sample_92_yes_q03,0.30412371134020594,0.2896174863387987,-0.014506225001407247,0.30412371134020594,2,too_wide
sample_92_yes_q02,0.6547085201793735,0.6085578446909671,-0.046150675488406456,0.6547085201793735,2,too_wide
sample_92_yes_q01,0.845714285714286,0.9652996845425881,0.1195853988283021,0.845714285714286,2,strong
sample_92_yes_q04,0.39393939393939326,0.3804780876494027,-0.013461306289990538,0.39393939393939326,2,too_wide
sample_95_yes_q02,0.4761904761904767,0.5128205128205126,0.036630036630035834,0.4761904761904767,2,too_wide
sample_95_yes_q03,0.15428571428571505,0.10000000000000078,-0.05428571428571427,0.5544554455445551,3,boundary_shift_or_partial
sample_95_yes_q01,0.37022900763358746,0.8360655737704923,0.46583656613690483,0.7185185185185179,3,boundary_shift_or_partial
