question_id,conversation,question,question_type,label,prediction,correct,gold_start,gold_end,pred_start,pred_end,tiou,gold_text,pred_text,latency_ms,failure,start_error_s,end_error_s,duration_ratio,word_oracle,candidate_oracle,baseline_tiou,pre_alignment_tiou,aligned_word_oracle,error_bucket
sample_18_hard_no_q01,sample_18,Were liver values the focus of the planned blood tests?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_18_hard_no_q02,sample_18,Should the blood pressure readings be taken at the clinic instead of at home?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_18_yes_q06,sample_18,Will the blood tests include cholesterol and blood sugar?,positive,1,1,1,62.5,65.94,62.59,65.86,0.9505813953488367,"check kidneys, cholesterol, and blood sugar.","check kidneys, cholesterol, and blood sugar.",,,0.09000000000000341,-0.0799999999999983,0.9505813953488367,0.9360465116279093,0.9360465116279093,,0.8810810810810835,,strong
sample_18_yes_q03,sample_18,Does the doctor consider the NSAID use long-standing and high?,positive,1,1,1,33.0,38.66,33.25,38.44,0.9169611307420497,have used anti -inflammatory painkillers heavily and for a long time.,used anti -inflammatory painkillers heavily and for a long time.,,,0.25,-0.21999999999999886,0.9169611307420497,0.9399293286219087,0.894472361809046,,0.894472361809046,,strong
sample_18_yes_q05,sample_18,Was blood pressure to be measured at home over three days?,positive,1,1,1,50.74,55.1,50.78,55.02,0.9724770642201841,would like you to measure your blood pressure at home over three days.,would like you to measure your blood pressure at home over three days.,,,0.03999999999999915,-0.0799999999999983,0.9724770642201841,0.922018348623854,0.8744769874476985,,0.8744769874476985,,strong
sample_19_yes_q04,sample_19,Is the patient still being treated for asthma?,positive,1,1,1,26.3,28.12,25.85,29.68,0.47519582245430836,am still being treated for asthma,I am still being treated for asthma and for reflux.,,,-0.4499999999999993,1.5599999999999987,2.104395604395603,0.8351648351648348,0.641791044776119,,0.4396135265700487,,too_wide
sample_19_off_topic_q01,sample_19,Did the patient discuss baking a cake in the conversation?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_19_hard_no_q03,sample_19,Does the doctor describe the medication as unstable and in need of change?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_19_hard_no_q01,sample_19,"Alongside asthma, is the patient treated for diabetes?",hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_19_yes_q01,sample_19,Were three prescriptions renewed in total?,positive,1,1,1,68.24,71.64,68.7,71.66,0.8596491228070164,"Activel, Aromir, and Isomeprazole. All three renewed.","Aromir, and Isomeprazole. All three renewed.",,,0.46000000000000796,0.01999999999999602,0.8705882352941143,0.9352941176470593,0.9352941176470593,,0.9352941176470593,,boundary_shift_or_partial
sample_19_off_topic_q02,sample_19,Did the conversation mention anything about the patient planning a trip?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_19_yes_q02,sample_19,Has Esomeprazole been renewed as well?,positive,1,1,1,68.24,71.64,68.7,71.66,0.8596491228070164,"Activel, Aromir, and Isomeprazole. All three renewed.","Aromir, and Isomeprazole. All three renewed.",,,0.46000000000000796,0.01999999999999602,0.8705882352941143,0.9352941176470593,0.9352941176470593,,0.9352941176470593,,boundary_shift_or_partial
sample_19_yes_q03,sample_19,Is Airomir among the renewed medicines?,positive,1,1,1,68.24,71.64,68.7,71.66,0.8596491228070164,"Activel, Aromir, and Isomeprazole. All three renewed.","Aromir, and Isomeprazole. All three renewed.",,,0.46000000000000796,0.01999999999999602,0.8705882352941143,0.9352941176470593,0.9352941176470593,,0.9352941176470593,,boundary_shift_or_partial
sample_19_hard_no_q04,sample_19,Were the prescriptions stopped rather than renewed?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_19_hard_no_q02,sample_19,Was Pantoprazole the acid-reducing drug that was renewed?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_20_hard_no_q03,sample_20,Will the patient be referred to a pain clinic?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_20_off_topic_q02,sample_20,Was a specific recipe or cooking activity discussed?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_20_off_topic_q01,sample_20,At any point does the patient talk about their experiences with a hobby?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_20_yes_q01,sample_20,Was Ibumetin renewed as well?,positive,1,1,1,182.44,186.3,181.59,186.28,0.815286624203821,"am creating prescriptions for both PAMEL and ibumedin now,","I am creating prescriptions for both PAMEL and ibumedin now,",,,-0.8499999999999943,-0.020000000000010232,1.2150259067357465,0.927461139896373,0.7164750957854426,,0.7164750957854426,,boundary_shift_or_partial
sample_20_hard_no_q01,sample_20,Did the patient ask for morphine to be renewed?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_20_hard_no_q02,sample_20,Does the pain affect the lower back alone?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_20_yes_q05,sample_20,Is Pamol one of the medicines requested?,positive,1,1,1,182.44,184.98,42.6,48.32,0.0,am creating prescriptions for both PAMEL,"and IBUMETIN. Those are the two I use, and I have been taking them for a good while now.",,,-139.84,-136.66,2.2519685039370145,0.9055118110236293,0.0,,0.0,,nonoverlap_review_occurrence
sample_20_yes_q02,sample_20,Has the pain problem been described as stable?,positive,1,1,1,102.3,105.02,102.27,104.98,0.974545454545457,"we are looking at a stable pain problem,","we are looking at a stable pain problem,",,,-0.030000000000001137,-0.03999999999999204,0.996323529411768,0.8602941176470552,0.8486842105263175,,0.8486842105263175,,strong
sample_20_yes_q04,sample_20,Does the patient still need pain relief?,positive,1,1,1,105.56,107.46,105.25,107.46,0.8597285067873289,a continued need for pain relief.,with a continued need for pain relief.,,,-0.3100000000000023,0.0,1.163157894736844,0.9375000000000047,0.7377049180327864,,0.7377049180327864,,boundary_shift_or_partial
sample_20_yes_q03,sample_20,Were both prescriptions issued?,positive,1,1,1,182.44,184.5,181.59,186.28,0.4392324093816638,am creating prescriptions for both,"I am creating prescriptions for both PAMEL and ibumedin now,",,,-0.8499999999999943,1.7800000000000011,2.27669902912621,0.8737864077669949,0.4039215686274519,,0.4039215686274519,,too_wide
sample_23_yes_q03,sample_23,Was a skin wart found under the right breast?,positive,1,1,1,23.12,25.66,23.06,26.9,0.6614583333333331,"one under your right breast is a skin wart,","one under your right breast is a skin wart, about one centimeter.",,,-0.060000000000002274,1.2399999999999984,1.5118110236220477,0.9527559055118107,0.8145695364238403,,0.6105769230769229,,too_wide
sample_23_yes_q05,sample_23,Has the patient been informed about the risk of scarring and infection?,positive,1,1,1,75.26,79.54,74.92,79.48,0.9134199134199122,will be a scar where each one is removed and there is a risk of infection afterwards,will be a scar where each one is removed and there is a risk of infection afterwards,,,-0.3400000000000034,-0.060000000000002274,1.065420560747664,0.9439252336448577,0.8046874999999974,,0.8046874999999974,,strong
sample_23_yes_q02,sample_23,Does the patient want the skin changes removed?,positive,1,1,1,85.28,88.5,19.76,20.9,0.0,I would still rather have them off than keep catching them,I want them gone.,,,-65.52,-67.6,0.35403726708074457,0.9122807017543868,0.0,,0.0,,nonoverlap_review_occurrence
sample_23_off_topic_q02,sample_23,Is there any mention of the patient's pet?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_23_hard_no_q01,sample_23,Has the patient been told that the procedure carries no risk of scarring?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_23_yes_q04,sample_23,Is an appointment for the removal going to be arranged?,positive,1,1,1,90.2,92.2,67.66,69.92,0.0,the appointment for removal is the plan,I will arrange an appointment for the removal,,,-22.540000000000006,-22.28,1.1300000000000026,0.8400000000000034,0.0,,0.0,,nonoverlap_review_occurrence
sample_23_yes_q06,sample_23,Do the changes on the abdomen and lower leg resemble seborrheic keratoses?,positive,1,1,1,43.44,45.58,43.38,45.48,0.9272727272727287,look like seborrheic keratoses.,look like seborrheic keratoses.,,,-0.05999999999999517,-0.10000000000000142,0.9813084112149504,0.8598130841121508,0.8016528925619849,,0.8016528925619849,,strong
sample_23_yes_q01,sample_23,Were the skin changes judged to be benign?,positive,1,1,1,53.3,56.2,53.16,56.18,0.9473684210526305,assessment is that these are benign skin changes.,assessment is that these are benign skin changes.,,,-0.14000000000000057,-0.020000000000003126,1.0413793103448266,0.9241379310344808,0.8273809523809529,,0.8273809523809529,,strong
sample_23_off_topic_q01,sample_23,Does the patient talk about needing a new vehicle?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_23_hard_no_q02,sample_23,Are the elements on the abdomen about 2 cm across?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_33_yes_q06,sample_33,"The visit is a follow-up on allergic rhinitis, correct?",positive,1,1,1,13.94,17.42,14.0,16.44,0.7011494252873562,This is your follow -up for allergic rhinitis. Yes.,This is your follow -up for allergic rhinitis.,,,0.0600000000000005,-0.9800000000000004,0.7011494252873562,0.9347826086956517,0.652173913043478,,0.652173913043478,,boundary_shift_or_partial
sample_33_hard_no_q01,sample_33,Does the doctor plan to refer the patient to an allergy specialist?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_33_hard_no_q02,sample_33,Were daily doses made mandatory going forward?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_33_off_topic_q01,sample_33,Is there any talk about the patient's recent purchase of a vehicle?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_33_yes_q02,sample_33,Is the patient free of symptoms at the moment?,positive,1,1,1,27.02,31.5,27.03,29.02,0.44419642857142816,I do not have any symptoms right now. No symptoms at all at the moment?,I do not have any symptoms right now.,,,0.010000000000001563,-2.4800000000000004,0.44419642857142816,0.9145299145299148,0.48314606741573,,0.4059829059829065,,too_narrow
sample_33_yes_q04,sample_33,Did the antihistamine work well?,positive,1,1,1,58.82,61.32,58.73,61.12,0.8880308880308858,antihistamine is having a good effect.,The antihistamine is having a good effect.,,,-0.09000000000000341,-0.20000000000000284,0.9560000000000002,0.8160000000000025,0.7746478873239437,,0.7746478873239437,,boundary_shift_or_partial
sample_33_yes_q03,sample_33,Has the medication helped the patient?,positive,1,1,1,55.34,58.28,25.71,26.6,0.0,the medicine is genuinely working? Yes.,It has helped.,,,-29.630000000000003,-31.68,0.3027210884353746,0.9251700680272112,0.0,,0.0,,nonoverlap_review_occurrence
sample_33_yes_q05,sample_33,Are the findings unremarkable?,positive,1,1,1,44.86,52.62,44.59,46.9,0.2540473225404733,examination I have done is normal. Normal in all of it? Yes. Nothing abnormal was found on examination. examination.,The examination I have done is normal.,,,-0.269999999999996,-5.719999999999999,0.29768041237113346,0.966494845360825,0.2963917525773202,,0.23429951690821246,,too_narrow
sample_33_yes_q01,sample_33,Should the patient carry on with the treatment as needed?,positive,1,1,1,69.06,71.0,68.74,71.02,0.8508771929824547,plan is to continue it as needed.,The plan is to continue it as needed.,,,-0.3200000000000074,0.01999999999999602,1.175257731958765,0.9381443298969121,0.7439999999999998,,0.7439999999999998,,boundary_shift_or_partial
sample_33_hard_no_q03,sample_33,Was anything abnormal picked up at the examination?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_37_yes_q05,sample_37,Is the skin intact?,positive,1,1,1,28.5,30.0,28.52,30.04,0.9610389610389618,The skin is intact.,The skin is intact.,,,0.019999999999999574,0.03999999999999915,1.013333333333333,0.8780487804878053,0.8780487804878053,,0.8780487804878053,,strong
sample_37_hard_no_q01,sample_37,Was erythema migrans seen around the bite?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_37_hard_no_q03,sample_37,Is the risk of Borrelia considered high?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_37_yes_q03,sample_37,Was erythema migrans absent?,positive,1,1,1,30.68,32.62,30.47,32.66,0.8858447488584473,is no erythema migrans.,There is no erythema migrans.,,,-0.21000000000000085,0.03999999999999915,1.1288659793814435,0.8762886597938169,0.789915966386556,,0.789915966386556,,boundary_shift_or_partial
sample_37_yes_q04,sample_37,Are redness and swelling absent?,positive,1,1,1,17.58,22.18,51.46,55.38,0.0,redness at all. Any swelling? No swelling either.,"redness, no swelling, and no rash at the site.",,,33.88,33.2,0.8521739130434783,0.9304347826086948,0.2388663967611342,,0.0,,nonoverlap_review_occurrence
sample_37_yes_q06,sample_37,"The plan involves no treatment, right?",positive,1,1,1,60.02,61.34,58.75,61.3,0.4942084942084913,treatment is needed.,Observation. No treatment is needed.,,,-1.2700000000000031,-0.04000000000000625,1.9318181818181792,0.7424242424242453,0.41258741258741155,,0.41258741258741155,,too_wide
sample_37_off_topic_q01,sample_37,Does the conversation indicate the patient discussed their employment as a freelancer?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_37_hard_no_q02,sample_37,Has the bite area become red and swollen?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_37_yes_q01,sample_37,Did the patient get a tick bite?,positive,1,1,1,13.74,14.52,7.13,9.3,0.0,tick bite.,I found a tick attached to my leg.,,,-6.61,-5.219999999999999,2.7820512820512855,0.5897435897435891,0.0,,0.0,,nonoverlap_review_occurrence
sample_37_yes_q02,sample_37,Has the patient been told simply to keep an eye on the area?,positive,1,1,1,56.02,59.34,58.75,61.3,0.11174242424242502,Then what is the plan? Observation.,Observation. No treatment is needed.,,,2.729999999999997,1.9599999999999937,0.7680722891566256,0.9117647058823497,0.1660231660231673,,0.1660231660231673,,boundary_shift_or_partial
sample_39_yes_q02,sample_39,Does the patient have pain in the lower back?,positive,1,1,1,22.64,23.92,22.54,23.92,0.9275362318840571,Pain in my lower back.,Pain in my lower back.,,,-0.10000000000000142,0.0,1.078125000000001,0.7763157894736824,0.7763157894736824,,0.7763157894736824,,strong
sample_39_hard_no_q04,sample_39,Has the patient been referred for surgery?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_39_off_topic_q02,sample_39,Is the patient discussing their pet?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
